date,rainfall_mm,temp_mean_C,temp_max_C,temp_min_C,humidity_pct,pressure_kPa,wind_speed_ms,year,month
1990-01-01,0.26,26.82,31.19,23.17,75.81,100.0,0.79,1990,1
1990-01-02,0.26,26.01,29.82,23.48,78.9,99.95,0.66,1990,1
1990-01-03,0.15,27.41,33.87,22.45,71.07,99.96,0.79,1990,1
1990-01-04,0.13,27.68,34.51,22.23,70.22,99.96,1.03,1990,1
1990-01-05,0.29,27.84,34.32,22.87,70.26,99.87,1.22,1990,1
1990-01-06,4.87,27.26,32.78,23.34,74.24,99.9,0.97,1990,1
1990-01-07,3.11,26.85,32.22,22.92,77.86,99.92,0.94,1990,1
1990-01-08,1.07,27.08,32.96,23.06,74.86,99.94,1.19,1990,1
1990-01-09,2.75,26.13,31.91,23.37,75.75,99.97,1.03,1990,1
1990-01-10,3.62,26.6,32.24,22.54,77.04,99.87,0.93,1990,1
1990-01-11,0.14,26.91,31.74,23.15,77.04,99.85,1.08,1990,1
1990-01-12,0.1,27.22,32.5,23.32,74.8,99.85,1.05,1990,1
1990-01-13,0.06,27.6,33.56,22.87,71.17,99.88,1.01,1990,1
1990-01-14,0.15,27.42,33.24,23.33,71.28,99.87,0.81,1990,1
1990-01-15,0.19,27.74,34.47,22.82,71.0,99.82,1.24,1990,1
1990-01-16,0.2,27.49,33.34,23.21,71.58,99.86,1.06,1990,1
1990-01-17,0.06,27.73,34.03,22.73,70.83,99.83,1.23,1990,1
1990-01-18,0.14,27.87,34.12,23.03,69.21,99.8,1.29,1990,1
1990-01-19,0.21,28.09,34.2,23.34,68.85,99.76,1.46,1990,1
1990-01-20,0.14,28.41,34.56,23.55,69.07,99.74,1.0,1990,1
1990-01-21,6.51,27.83,33.29,23.54,74.71,99.73,0.83,1990,1
1990-01-22,10.36,27.13,31.59,23.98,73.49,99.84,0.97,1990,1
1990-01-23,0.95,27.1,34.52,21.43,59.95,99.84,0.86,1990,1
1990-01-24,0.11,27.66,34.95,22.85,60.63,99.8,0.98,1990,1
1990-01-25,0.0,27.6,35.34,22.51,52.95,99.82,0.87,1990,1
1990-01-26,0.01,27.39,35.12,21.5,61.67,99.8,0.84,1990,1
1990-01-27,0.01,27.74,35.34,21.87,66.77,99.77,1.08,1990,1
1990-01-28,0.04,27.68,34.17,22.62,68.19,99.74,0.91,1990,1
1990-01-29,0.12,28.31,35.04,23.24,68.96,99.72,1.12,1990,1
1990-01-30,0.12,28.73,36.04,23.43,68.83,99.76,1.21,1990,1
1990-01-31,0.79,28.78,35.78,23.71,68.98,99.81,1.13,1990,1
1990-02-01,1.44,28.87,35.73,23.8,68.78,99.72,1.17,1990,2
1990-02-02,1.27,28.48,34.84,24.26,71.11,99.73,1.51,1990,2
1990-02-03,1.67,27.66,32.79,24.01,75.09,99.86,1.54,1990,2
1990-02-04,0.52,28.58,35.19,23.22,69.84,99.82,1.12,1990,2
1990-02-05,0.17,29.18,36.47,23.59,65.55,99.81,1.14,1990,2
1990-02-06,0.23,29.27,36.52,23.52,64.74,99.79,0.82,1990,2
1990-02-07,0.09,29.05,36.29,23.37,61.38,99.82,0.81,1990,2
1990-02-08,0.01,28.69,36.74,22.41,53.81,99.89,0.87,1990,2
1990-02-09,0.01,28.39,36.2,22.22,63.42,99.86,1.03,1990,2
1990-02-10,0.0,28.58,36.97,22.04,60.55,99.82,0.85,1990,2
1990-02-11,0.14,28.73,37.19,21.82,62.64,99.83,1.31,1990,2
1990-02-12,0.68,29.21,36.81,22.81,61.48,99.95,1.04,1990,2
1990-02-13,0.19,29.65,37.74,23.19,58.42,99.87,0.88,1990,2
1990-02-14,0.19,29.28,37.35,23.09,64.03,99.81,1.25,1990,2
1990-02-15,2.06,29.08,36.64,23.42,64.95,99.8,1.28,1990,2
1990-02-16,3.94,28.66,35.72,23.77,69.24,99.76,1.34,1990,2
1990-02-17,4.0,28.42,35.38,23.66,71.77,99.81,1.73,1990,2
1990-02-18,6.75,27.91,34.12,23.86,75.45,99.9,1.71,1990,2
1990-02-19,6.74,26.13,29.36,23.71,83.49,100.04,1.06,1990,2
1990-02-20,11.46,26.68,32.3,22.74,79.56,99.96,1.33,1990,2
1990-02-21,18.42,26.54,31.45,23.22,82.02,99.92,1.22,1990,2
1990-02-22,5.88,26.1,30.12,23.28,81.5,99.91,1.13,1990,2
1990-02-23,7.95,26.91,31.86,22.81,74.77,99.97,0.57,1990,2
1990-02-24,12.92,26.63,32.38,22.73,74.33,99.99,0.8,1990,2
1990-02-25,6.07,26.5,32.26,22.18,77.21,99.93,0.93,1990,2
1990-02-26,4.75,27.58,34.12,22.81,69.99,99.86,1.13,1990,2
1990-02-27,0.21,27.75,35.25,21.8,67.16,99.89,1.31,1990,2
1990-02-28,0.69,27.84,35.26,22.17,70.24,99.86,1.2,1990,2
1990-03-01,2.2,27.9,34.63,23.27,70.74,99.94,1.19,1990,3
1990-03-02,1.47,28.02,35.18,22.47,71.7,99.94,1.37,1990,3
1990-03-03,1.19,27.48,32.66,23.16,74.73,99.99,1.29,1990,3
1990-03-04,1.18,28.05,34.69,22.98,73.1,99.95,1.22,1990,3
1990-03-05,1.35,28.21,34.05,24.01,74.47,99.97,1.3,1990,3
1990-03-06,1.16,28.24,34.42,23.82,72.22,99.89,1.2,1990,3
1990-03-07,1.16,28.63,35.71,23.39,70.9,99.85,1.06,1990,3
1990-03-08,1.1,28.94,35.96,23.86,70.12,99.94,1.23,1990,3
1990-03-09,0.93,28.92,35.21,24.2,70.62,100.04,1.24,1990,3
1990-03-10,0.63,28.78,34.75,24.18,70.3,100.15,1.16,1990,3
1990-03-11,1.07,29.03,36.27,24.12,68.53,100.09,1.1,1990,3
1990-03-12,0.08,29.36,36.96,23.6,65.68,99.96,1.19,1990,3
1990-03-13,0.03,29.45,36.06,24.39,64.06,99.89,1.07,1990,3
1990-03-14,0.02,29.63,37.45,23.69,63.51,99.81,1.26,1990,3
1990-03-15,0.12,29.85,37.03,24.61,63.74,99.76,1.16,1990,3
1990-03-16,0.14,29.94,37.03,24.51,64.06,99.68,1.21,1990,3
1990-03-17,4.07,29.5,36.26,24.82,69.96,99.69,1.27,1990,3
1990-03-18,3.27,28.34,32.62,25.19,75.74,99.82,1.16,1990,3
1990-03-19,2.27,27.65,31.69,24.69,78.9,99.88,0.97,1990,3
1990-03-20,3.71,28.9,35.13,24.16,72.55,99.85,1.03,1990,3
1990-03-21,1.89,28.77,34.54,24.48,72.98,99.84,1.25,1990,3
1990-03-22,0.29,29.54,36.38,24.25,67.19,99.73,1.06,1990,3
1990-03-23,0.59,30.02,37.29,24.35,65.95,99.7,1.1,1990,3
1990-03-24,0.41,29.73,36.61,24.57,66.84,99.8,1.38,1990,3
1990-03-25,0.36,29.95,36.51,25.07,64.4,99.76,1.23,1990,3
1990-03-26,0.55,29.6,36.22,24.95,67.05,99.64,1.02,1990,3
1990-03-27,8.98,27.88,31.87,24.67,79.36,99.68,0.8,1990,3
1990-03-28,8.46,28.05,33.06,24.32,79.87,99.7,1.17,1990,3
1990-03-29,7.69,27.56,31.81,24.89,82.46,99.7,1.34,1990,3
1990-03-30,9.57,26.85,30.22,24.68,84.83,99.75,1.26,1990,3
1990-03-31,4.55,26.8,30.92,23.88,83.26,99.86,0.98,1990,3
1990-04-01,17.35,26.99,31.81,23.75,84.86,99.96,1.28,1990,4
1990-04-02,8.21,26.15,29.75,23.32,83.98,99.97,1.52,1990,4
1990-04-03,5.67,27.05,33.64,21.81,77.0,99.78,1.06,1990,4
1990-04-04,12.13,27.12,32.19,23.65,85.6,99.87,1.28,1990,4
1990-04-05,12.61,26.89,31.21,23.92,86.58,99.94,1.34,1990,4
1990-04-06,5.48,26.8,30.78,23.55,85.58,99.88,1.3,1990,4
1990-04-07,4.76,26.49,30.33,24.0,85.93,99.99,1.45,1990,4
1990-04-08,4.24,26.75,31.7,23.39,82.02,100.1,1.26,1990,4
1990-04-09,2.95,27.17,32.74,23.04,80.8,99.97,1.31,1990,4
1990-04-10,3.68,26.83,31.13,23.77,83.19,99.91,1.35,1990,4
1990-04-11,5.82,26.6,30.76,23.3,83.09,99.97,1.1,1990,4
1990-04-12,2.49,26.98,31.37,23.41,81.41,100.03,1.16,1990,4
1990-04-13,4.19,27.52,33.06,23.29,79.51,99.91,1.09,1990,4
1990-04-14,6.26,27.65,33.03,23.62,79.59,99.83,1.25,1990,4
1990-04-15,4.91,27.88,32.91,23.78,79.84,99.76,0.9,1990,4
1990-04-16,11.17,26.3,29.77,23.71,85.05,99.82,0.81,1990,4
1990-04-17,16.45,25.75,29.27,23.21,87.58,99.82,1.13,1990,4
1990-04-18,13.17,25.68,29.16,23.11,88.02,99.88,1.25,1990,4
1990-04-19,16.34,26.32,30.28,23.16,88.52,99.8,1.1,1990,4
1990-04-20,24.83,25.33,27.21,23.69,93.97,99.76,0.99,1990,4
1990-04-21,3.82,25.53,28.5,23.07,87.16,99.71,0.72,1990,4
1990-04-22,11.72,26.36,30.74,22.62,87.85,99.66,0.97,1990,4
1990-04-23,11.52,26.42,29.7,23.76,90.68,99.71,0.97,1990,4
1990-04-24,19.8,25.83,28.29,24.21,93.08,99.79,1.22,1990,4
1990-04-25,10.63,25.99,29.44,23.55,91.52,99.74,1.01,1990,4
1990-04-26,1.92,25.87,28.96,23.82,91.23,99.65,1.09,1990,4
1990-04-27,1.67,26.81,30.83,23.61,87.38,99.68,0.96,1990,4
1990-04-28,1.77,26.64,29.93,24.17,90.05,99.75,1.06,1990,4
1990-04-29,4.01,26.25,29.05,24.31,90.48,99.75,0.97,1990,4
1990-04-30,1.96,25.87,28.93,23.66,90.41,99.71,1.12,1990,4
1990-05-01,3.99,25.88,29.36,23.37,88.94,99.7,0.9,1990,5
1990-05-02,5.02,25.93,29.39,23.0,88.32,99.71,1.08,1990,5
1990-05-03,8.97,25.8,29.61,23.03,89.96,99.67,1.13,1990,5
1990-05-04,12.46,25.2,28.34,23.01,91.38,99.75,1.2,1990,5
1990-05-05,11.17,25.45,29.32,22.28,90.35,99.76,1.03,1990,5
1990-05-06,8.68,25.29,28.46,22.97,91.71,99.87,0.87,1990,5
1990-05-07,6.36,25.44,28.5,23.02,90.27,99.94,1.05,1990,5
1990-05-08,13.89,25.12,28.56,22.6,91.77,99.99,1.2,1990,5
1990-05-09,6.44,24.55,27.07,22.77,93.32,99.97,1.25,1990,5
1990-05-10,9.95,25.12,28.37,22.58,91.46,99.88,0.99,1990,5
1990-05-11,5.9,25.76,29.3,22.81,90.5,99.85,1.08,1990,5
1990-05-12,3.8,25.71,29.16,23.41,89.89,99.91,0.72,1990,5
1990-05-13,7.66,25.28,29.09,22.55,89.92,99.93,0.89,1990,5
1990-05-14,6.87,25.71,29.37,22.43,89.88,99.99,0.88,1990,5
1990-05-15,5.99,25.42,28.51,23.12,92.52,100.09,1.13,1990,5
1990-05-16,1.85,25.29,29.01,22.37,88.67,100.12,0.93,1990,5
1990-05-17,12.84,25.38,28.98,22.26,91.21,100.05,1.05,1990,5
1990-05-18,6.02,26.35,30.08,23.68,86.85,100.04,0.75,1990,5
1990-05-19,8.33,26.08,30.02,22.73,88.43,100.12,0.99,1990,5
1990-05-20,8.93,26.03,29.8,22.99,89.25,100.16,1.27,1990,5
1990-05-21,2.12,25.61,28.84,23.27,90.4,100.09,1.25,1990,5
1990-05-22,1.18,25.56,29.18,22.6,88.53,100.12,1.07,1990,5
1990-05-23,1.02,25.75,29.97,21.94,87.57,100.16,0.96,1990,5
1990-05-24,2.18,25.89,29.84,22.86,88.57,100.16,1.22,1990,5
1990-05-25,5.85,25.6,29.18,23.12,89.95,100.16,1.3,1990,5
1990-05-26,6.9,25.48,29.28,22.68,89.98,100.15,1.22,1990,5
1990-05-27,1.45,25.42,29.45,22.56,89.57,100.16,1.18,1990,5
1990-05-28,3.24,24.48,27.09,22.42,92.29,100.25,1.15,1990,5
1990-05-29,1.89,24.57,27.76,22.11,90.84,100.26,0.9,1990,5
1990-05-30,3.56,24.92,28.2,22.42,90.6,100.19,0.77,1990,5
1990-05-31,2.81,25.55,29.29,22.48,89.06,100.12,0.9,1990,5
1990-06-01,2.78,25.39,28.45,23.41,90.62,100.15,1.0,1990,6
1990-06-02,2.44,25.13,28.56,22.6,90.19,100.21,1.11,1990,6
1990-06-03,2.56,24.59,27.65,22.23,90.16,100.2,1.25,1990,6
1990-06-04,1.03,24.98,28.31,22.2,89.45,100.19,0.77,1990,6
1990-06-05,3.16,25.39,29.46,22.12,89.28,100.18,1.0,1990,6
1990-06-06,3.58,25.59,28.97,22.83,89.97,100.15,1.17,1990,6
1990-06-07,3.68,25.27,28.43,23.22,91.02,100.17,1.08,1990,6
1990-06-08,4.67,25.17,28.02,23.18,91.72,100.13,1.01,1990,6
1990-06-09,2.95,25.91,29.99,22.68,87.84,100.12,0.95,1990,6
1990-06-10,7.14,25.62,29.77,22.5,89.2,100.12,1.26,1990,6
1990-06-11,7.11,25.53,29.41,22.52,89.14,100.13,1.3,1990,6
1990-06-12,5.79,25.56,29.49,22.48,88.8,100.12,1.21,1990,6
1990-06-13,11.32,25.56,29.48,22.64,89.03,100.07,1.1,1990,6
1990-06-14,7.5,25.17,28.01,23.05,91.42,100.07,1.27,1990,6
1990-06-15,4.16,24.96,28.0,22.84,90.7,100.16,0.94,1990,6
1990-06-16,8.69,25.07,28.63,22.52,90.11,100.2,1.24,1990,6
1990-06-17,8.37,24.07,26.12,22.41,93.19,100.25,0.99,1990,6
1990-06-18,8.95,24.94,28.83,21.77,89.56,100.21,0.91,1990,6
1990-06-19,13.78,24.89,27.86,22.18,91.68,100.29,0.79,1990,6
1990-06-20,9.25,24.5,27.07,22.59,93.43,100.34,0.86,1990,6
1990-06-21,10.77,24.73,28.1,22.26,90.81,100.28,1.08,1990,6
1990-06-22,6.92,24.85,28.27,22.12,90.95,100.11,1.01,1990,6
1990-06-23,7.79,24.83,28.4,22.24,90.92,100.08,1.33,1990,6
1990-06-24,11.46,24.6,28.45,22.38,90.44,100.07,1.65,1990,6
1990-06-25,24.41,24.06,27.88,21.51,89.96,100.11,1.58,1990,6
1990-06-26,6.14,23.94,28.09,20.98,88.26,100.15,1.22,1990,6
1990-06-27,7.26,23.71,27.68,21.06,89.24,100.1,1.44,1990,6
1990-06-28,3.04,23.51,27.29,21.2,88.57,100.12,1.49,1990,6
1990-06-29,1.12,23.48,27.48,20.49,87.74,100.22,1.15,1990,6
1990-06-30,1.76,23.84,28.29,20.11,87.74,100.21,1.35,1990,6
1990-07-01,3.71,23.77,27.48,21.04,89.44,100.2,1.62,1990,7
1990-07-02,1.56,23.76,27.63,21.38,88.05,100.14,1.59,1990,7
1990-07-03,0.66,23.81,28.26,20.4,86.31,100.23,1.29,1990,7
1990-07-04,1.86,23.82,28.26,19.86,87.18,100.24,1.25,1990,7
1990-07-05,12.3,24.09,28.48,20.57,89.04,100.19,1.28,1990,7
1990-07-06,15.06,23.53,26.05,21.64,93.06,100.14,1.21,1990,7
1990-07-07,11.06,23.66,26.78,21.58,92.45,100.19,1.31,1990,7
1990-07-08,2.12,23.52,26.82,21.47,90.87,100.19,1.47,1990,7
1990-07-09,4.0,23.64,27.64,20.84,89.71,100.16,1.56,1990,7
1990-07-10,0.35,23.98,28.45,20.88,87.44,100.15,1.29,1990,7
1990-07-11,0.15,23.78,28.5,19.93,86.88,100.25,1.29,1990,7
1990-07-12,0.19,23.9,28.68,20.37,86.5,100.3,1.28,1990,7
1990-07-13,0.83,23.59,27.53,20.91,87.01,100.21,1.48,1990,7
1990-07-14,0.99,23.25,27.16,20.74,88.72,100.21,1.32,1990,7
1990-07-15,0.26,23.53,27.92,19.82,87.38,100.26,1.3,1990,7
1990-07-16,1.29,23.92,28.31,20.64,87.43,100.2,1.5,1990,7
1990-07-17,1.32,23.63,28.01,20.75,87.95,100.13,1.62,1990,7
1990-07-18,0.51,23.86,28.45,20.3,86.31,100.1,1.43,1990,7
1990-07-19,1.26,23.62,27.66,20.26,88.25,100.07,1.33,1990,7
1990-07-20,3.22,23.51,27.19,21.17,89.48,100.08,1.35,1990,7
1990-07-21,3.28,23.78,28.29,20.66,88.66,100.1,1.69,1990,7
1990-07-22,2.95,23.47,27.93,20.82,88.51,100.09,1.71,1990,7
1990-07-23,1.08,23.46,28.23,20.3,86.61,100.13,1.53,1990,7
1990-07-24,0.3,23.84,28.62,19.85,83.57,100.24,0.83,1990,7
1990-07-25,2.05,23.52,27.26,20.43,88.34,100.28,1.02,1990,7
1990-07-26,10.04,24.0,28.78,21.14,88.58,100.21,1.67,1990,7
1990-07-27,13.89,23.32,26.33,21.3,91.25,100.22,1.79,1990,7
1990-07-28,3.57,23.81,28.05,20.8,88.26,100.26,1.58,1990,7
1990-07-29,3.19,23.9,28.33,20.76,86.84,100.37,1.37,1990,7
1990-07-30,0.83,23.43,28.04,20.09,86.72,100.42,1.52,1990,7
1990-07-31,0.33,23.74,28.54,19.94,85.97,100.41,1.35,1990,7
1990-08-01,0.78,23.62,28.44,20.06,86.62,100.35,1.48,1990,8
1990-08-02,0.5,23.37,28.05,19.78,86.52,100.25,1.64,1990,8
1990-08-03,1.87,23.22,27.32,20.19,87.32,100.25,1.59,1990,8
1990-08-04,1.14,23.55,27.69,20.62,86.9,100.28,1.07,1990,8
1990-08-05,2.02,23.77,28.52,20.42,86.2,100.26,1.24,1990,8
1990-08-06,0.8,23.88,29.02,20.23,84.94,100.23,1.39,1990,8
1990-08-07,1.3,23.99,29.18,20.62,84.56,100.26,1.75,1990,8
1990-08-08,0.67,24.09,29.45,20.05,83.72,100.31,1.47,1990,8
1990-08-09,1.83,23.03,26.66,20.66,87.64,100.29,1.46,1990,8
1990-08-10,0.95,23.63,28.38,20.09,84.84,100.31,1.44,1990,8
1990-08-11,1.28,24.35,30.15,19.92,82.35,100.36,0.96,1990,8
1990-08-12,1.05,24.66,30.28,20.81,81.86,100.32,1.27,1990,8
1990-08-13,0.95,24.38,29.2,21.38,81.55,100.3,2.02,1990,8
1990-08-14,0.91,24.21,29.47,20.73,80.96,100.27,1.91,1990,8
1990-08-15,0.69,23.29,27.42,20.25,84.24,100.31,1.38,1990,8
1990-08-16,0.1,23.95,29.35,19.7,80.49,100.34,1.27,1990,8
1990-08-17,0.53,23.92,29.02,20.28,80.22,100.35,1.4,1990,8
1990-08-18,0.41,25.18,31.05,20.69,77.85,100.24,0.85,1990,8
1990-08-19,0.55,24.24,28.61,21.4,82.25,100.13,1.35,1990,8
1990-08-20,0.41,24.94,30.89,21.08,80.49,100.12,1.28,1990,8
1990-08-21,0.57,24.56,28.98,21.53,81.16,100.18,1.1,1990,8
1990-08-22,0.48,25.1,30.22,21.19,78.63,100.16,0.9,1990,8
1990-08-23,0.67,25.49,31.49,21.04,77.97,100.16,1.2,1990,8
1990-08-24,1.11,25.42,30.94,21.77,78.54,100.19,1.39,1990,8
1990-08-25,1.74,25.86,31.98,21.5,76.88,100.2,1.4,1990,8
1990-08-26,1.2,25.28,31.26,21.69,78.43,100.12,1.8,1990,8
1990-08-27,1.52,24.94,30.43,21.75,78.3,100.1,1.79,1990,8
1990-08-28,0.49,25.24,31.03,21.39,76.48,100.15,1.71,1990,8
1990-08-29,1.53,25.14,31.0,21.5,78.23,100.22,1.52,1990,8
1990-08-30,1.35,25.36,31.42,21.0,78.17,100.17,1.02,1990,8
1990-08-31,3.97,24.9,29.64,21.88,81.7,100.04,1.03,1990,8
1990-09-01,3.97,24.45,29.13,21.81,83.75,100.04,1.64,1990,9
1990-09-02,2.51,25.25,31.18,20.77,78.78,100.13,1.39,1990,9
1990-09-03,2.94,24.77,29.97,21.7,81.54,100.23,1.31,1990,9
1990-09-04,1.62,25.14,30.93,20.93,79.01,100.13,1.2,1990,9
1990-09-05,0.82,24.71,29.91,21.15,79.24,100.08,1.32,1990,9
1990-09-06,1.93,25.27,31.44,21.02,77.42,100.13,1.57,1990,9
1990-09-07,1.35,25.54,31.66,21.28,77.89,100.13,1.2,1990,9
1990-09-08,5.49,25.27,30.88,21.89,81.42,100.01,1.23,1990,9
1990-09-09,3.33,25.76,31.85,21.54,79.58,99.97,0.68,1990,9
1990-09-10,2.42,25.95,32.5,21.72,78.55,99.99,1.42,1990,9
1990-09-11,1.95,24.61,28.04,22.18,83.89,100.07,1.41,1990,9
1990-09-12,5.52,25.06,30.25,21.95,83.0,100.03,1.42,1990,9
1990-09-13,7.09,24.9,30.15,21.51,83.15,100.06,1.16,1990,9
1990-09-14,6.6,23.86,27.32,21.95,88.87,100.14,1.07,1990,9
1990-09-15,6.23,23.95,27.9,21.65,88.28,100.2,1.21,1990,9
1990-09-16,6.28,24.91,30.79,20.78,83.26,100.21,1.15,1990,9
1990-09-17,5.23,24.79,29.77,21.62,84.88,100.19,1.33,1990,9
1990-09-18,2.76,25.55,31.17,22.09,80.52,100.17,1.31,1990,9
1990-09-19,2.78,25.89,31.95,21.75,78.44,100.08,1.1,1990,9
1990-09-20,2.39,25.75,31.37,22.51,79.94,100.04,1.41,1990,9
1990-09-21,2.04,25.9,31.17,22.48,78.86,100.0,1.33,1990,9
1990-09-22,1.55,26.1,31.96,22.49,77.29,100.02,1.31,1990,9
1990-09-23,2.03,26.02,32.18,21.59,76.5,100.04,1.12,1990,9
1990-09-24,5.83,25.8,31.69,22.06,80.24,100.03,1.21,1990,9
1990-09-25,8.32,25.9,31.8,22.04,81.56,99.98,1.14,1990,9
1990-09-26,8.05,25.54,30.99,22.18,83.57,100.03,0.91,1990,9
1990-09-27,15.29,25.14,30.11,22.18,85.13,100.1,1.17,1990,9
1990-09-28,9.52,25.42,30.77,21.83,84.82,100.15,1.22,1990,9
1990-09-29,7.66,24.03,26.62,22.48,91.18,100.2,1.0,1990,9
1990-09-30,2.9,25.34,30.71,21.71,82.87,100.17,0.93,1990,9
1990-10-01,3.94,25.42,31.2,21.5,82.45,100.1,0.9,1990,10
1990-10-02,2.94,25.86,31.56,21.53,81.8,100.08,1.1,1990,10
1990-10-03,13.92,25.37,29.98,22.15,85.52,100.04,1.27,1990,10
1990-10-04,15.52,24.98,28.96,22.05,87.99,99.97,0.94,1990,10
1990-10-05,11.48,25.22,30.01,21.79,86.39,99.93,0.81,1990,10
1990-10-06,5.58,25.24,29.3,22.06,86.15,99.96,0.88,1990,10
1990-10-07,13.29,25.0,29.56,21.73,87.28,99.99,0.92,1990,10
1990-10-08,13.09,25.01,29.29,21.74,87.9,99.97,0.8,1990,10
1990-10-09,8.65,25.38,29.98,22.06,88.1,99.99,0.96,1990,10
1990-10-10,9.77,25.6,30.2,21.82,87.11,100.0,0.94,1990,10
1990-10-11,6.72,25.62,29.81,22.38,87.57,99.96,1.24,1990,10
1990-10-12,11.74,25.45,29.54,22.58,88.6,100.05,1.2,1990,10
1990-10-13,7.21,25.52,30.2,22.33,87.19,100.07,1.04,1990,10
1990-10-14,16.1,24.98,29.21,22.46,89.94,99.99,1.51,1990,10
1990-10-15,14.45,24.73,28.32,22.51,90.01,99.94,0.91,1990,10
1990-10-16,10.57,24.87,28.79,22.35,89.83,99.94,0.97,1990,10
1990-10-17,11.57,23.9,26.23,22.32,93.07,100.0,0.82,1990,10
1990-10-18,2.19,24.89,29.23,21.84,88.62,100.01,0.98,1990,10
1990-10-19,0.63,25.04,29.36,21.51,86.66,100.04,0.96,1990,10
1990-10-20,0.47,25.28,30.03,21.2,86.37,99.92,0.83,1990,10
1990-10-21,1.45,25.2,29.48,22.06,87.28,99.93,1.21,1990,10
1990-10-22,0.92,25.53,30.13,21.71,85.14,99.96,0.74,1990,10
1990-10-23,0.53,25.64,29.8,22.16,84.76,100.02,0.69,1990,10
1990-10-24,1.4,25.81,30.53,22.06,85.28,100.01,0.87,1990,10
1990-10-25,2.16,25.76,29.84,22.6,85.69,100.04,0.91,1990,10
1990-10-26,1.43,25.55,29.78,22.45,85.12,100.0,0.77,1990,10
1990-10-27,1.39,25.35,30.03,21.87,85.18,100.06,0.91,1990,10
1990-10-28,1.03,25.46,30.25,22.24,85.39,100.04,0.79,1990,10
1990-10-29,0.56,25.92,30.68,22.41,83.8,100.05,1.07,1990,10
1990-10-30,0.66,26.18,30.93,22.43,82.68,100.06,0.86,1990,10
1990-10-31,0.79,26.25,30.99,22.89,82.78,100.07,1.17,1990,10
1990-11-01,0.63,26.45,31.47,22.61,81.23,100.05,0.93,1990,11
1990-11-02,2.74,26.19,31.35,22.56,81.96,100.03,1.08,1990,11
1990-11-03,2.14,25.89,31.06,22.25,80.84,99.98,1.07,1990,11
1990-11-04,0.8,26.14,31.98,21.71,78.79,99.86,0.91,1990,11
1990-11-05,2.24,26.44,32.13,22.23,79.41,99.9,0.94,1990,11
1990-11-06,1.65,26.66,32.14,22.39,79.39,99.89,0.81,1990,11
1990-11-07,0.14,27.08,33.01,21.86,76.58,99.86,0.91,1990,11
1990-11-08,0.71,26.85,31.78,22.94,78.28,99.91,1.04,1990,11
1990-11-09,1.48,26.33,30.77,23.19,81.46,100.02,0.96,1990,11
1990-11-10,0.5,25.8,30.06,22.66,82.62,100.03,0.91,1990,11
1990-11-11,1.03,26.56,32.18,22.79,78.22,100.03,1.29,1990,11
1990-11-12,10.82,25.75,30.59,22.78,84.29,100.09,1.02,1990,11
1990-11-13,7.93,25.94,31.08,22.18,83.51,100.04,0.71,1990,11
1990-11-14,13.28,25.85,30.59,22.53,85.5,100.0,0.91,1990,11
1990-11-15,7.18,25.76,30.39,22.42,84.1,99.93,1.01,1990,11
1990-11-16,6.65,26.15,30.94,22.05,82.78,99.85,0.62,1990,11
1990-11-17,11.96,26.23,31.2,22.73,85.66,99.84,0.84,1990,11
1990-11-18,5.91,25.95,30.25,22.77,85.67,99.96,1.0,1990,11
1990-11-19,5.69,26.05,30.38,22.72,84.99,99.8,0.79,1990,11
1990-11-20,8.79,25.37,28.41,23.17,88.44,99.68,0.83,1990,11
1990-11-21,10.07,25.77,29.87,22.51,87.25,99.75,0.77,1990,11
1990-11-22,0.56,26.06,30.03,23.27,85.45,99.92,0.73,1990,11
1990-11-23,0.45,26.28,31.13,22.29,83.29,99.96,0.76,1990,11
1990-11-24,0.41,26.75,31.82,22.84,81.69,99.91,0.79,1990,11
1990-11-25,0.17,26.88,31.87,23.2,80.53,99.88,0.86,1990,11
1990-11-26,0.34,26.76,31.78,22.8,80.4,99.86,0.94,1990,11
1990-11-27,2.28,26.0,29.35,23.41,82.46,99.89,0.76,1990,11
1990-11-28,3.49,26.34,31.05,22.77,82.52,99.84,0.74,1990,11
1990-11-29,2.94,26.26,30.42,23.34,84.61,99.84,0.99,1990,11
1990-11-30,1.65,26.33,30.88,22.78,81.71,99.83,0.85,1990,11
1990-12-01,1.7,26.53,31.65,22.38,81.01,99.85,0.79,1990,12
1990-12-02,0.29,26.88,31.65,22.92,79.12,99.79,0.83,1990,12
1990-12-03,0.28,27.31,32.85,23.04,76.95,99.86,0.94,1990,12
1990-12-04,0.25,27.43,33.1,22.98,76.1,99.93,0.94,1990,12
1990-12-05,0.48,27.44,32.85,23.37,75.86,99.82,0.71,1990,12
1990-12-06,0.84,27.58,33.25,23.4,74.89,99.83,0.72,1990,12
1990-12-07,1.81,27.13,32.79,22.99,77.45,99.95,1.04,1990,12
1990-12-08,1.74,26.7,31.47,23.42,79.02,100.01,0.94,1990,12
1990-12-09,1.11,26.22,30.7,23.03,80.93,99.99,0.95,1990,12
1990-12-10,1.23,26.02,30.0,23.03,82.63,100.01,1.13,1990,12
1990-12-11,1.62,25.69,30.45,22.85,82.04,100.01,1.43,1990,12
1990-12-12,2.71,25.73,31.45,21.65,79.49,99.98,1.03,1990,12
1990-12-13,4.34,26.22,31.2,22.44,81.41,99.89,0.82,1990,12
1990-12-14,4.03,26.08,30.61,22.62,82.99,99.87,0.93,1990,12
